UID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,buy
UID22979,59,management,married,secondary,no,1245,no,no,cellular,29,jan,285,1,-1,0,unknown,0
UID22980,72,retired,married,secondary,no,1978,no,no,cellular,6,sep,312,1,-1,0,unknown,1
UID22981,31,services,married,secondary,no,283,yes,no,cellular,19,nov,214,2,-1,0,unknown,0
UID22982,27,services,single,secondary,no,70,yes,no,cellular,11,jul,170,1,-1,0,unknown,0
UID22983,35,blue-collar,single,unknown,no,597,yes,no,cellular,13,may,1309,2,-1,0,unknown,0
UID22984,47,management,single,tertiary,no,255,no,yes,cellular,30,jul,802,4,-1,0,unknown,1
UID22985,35,management,married,secondary,no,97,yes,no,unknown,29,may,135,4,-1,0,unknown,0
UID22986,50,technician,married,secondary,no,402,no,no,cellular,4,may,165,1,180,2,failure,0
UID22987,29,entrepreneur,single,secondary,no,404,no,no,cellular,30,jan,413,3,-1,0,unknown,0
UID22988,42,self-employed,divorced,secondary,no,35,yes,yes,cellular,18,may,163,1,-1,0,unknown,0
UID22989,52,services,divorced,primary,no,130,yes,no,unknown,29,may,103,2,-1,0,unknown,0
UID22990,30,technician,single,tertiary,no,290,no,no,cellular,11,aug,485,5,-1,0,unknown,0
UID22991,46,services,married,secondary,no,184,yes,no,cellular,1,apr,836,1,-1,0,unknown,0
UID22992,34,blue-collar,married,primary,no,2798,yes,no,cellular,20,apr,297,4,-1,0,unknown,0
UID22993,45,housemaid,married,secondary,no,16358,no,no,telephone,19,nov,161,1,-1,0,unknown,0
UID22994,30,student,single,secondary,no,459,no,no,cellular,13,jul,98,2,210,22,success,0
UID22995,28,management,single,tertiary,no,6784,no,no,cellular,1,oct,502,1,115,3,other,1
UID22996,56,blue-collar,married,secondary,no,68,yes,no,cellular,8,may,68,5,-1,0,unknown,0
UID22997,22,blue-collar,single,secondary,no,682,no,no,cellular,5,jun,126,2,91,1,success,1
UID22998,48,management,divorced,unknown,no,343,no,no,cellular,4,feb,191,1,-1,0,unknown,0
UID22999,30,technician,single,tertiary,no,0,yes,no,cellular,5,jun,159,2,-1,0,unknown,1
UID23000,40,admin.,divorced,secondary,no,399,no,no,cellular,28,jan,246,2,-1,0,unknown,0
UID23001,49,management,single,tertiary,no,1556,yes,no,cellular,28,jul,674,3,-1,0,unknown,0
UID23002,60,retired,married,secondary,no,1339,no,yes,cellular,22,jul,137,1,-1,0,unknown,0
UID23003,35,services,married,primary,no,14,no,yes,cellular,31,jul,151,8,-1,0,unknown,0
UID23004,28,blue-collar,single,primary,no,1518,yes,no,cellular,15,may,204,3,359,3,failure,0
UID23005,52,admin.,married,primary,no,270,yes,no,unknown,7,may,294,2,-1,0,unknown,0
UID23006,31,management,married,tertiary,no,59,yes,no,unknown,8,may,314,3,-1,0,unknown,0
UID23007,46,admin.,single,secondary,no,-136,yes,no,unknown,28,may,223,1,-1,0,unknown,0
UID23008,45,management,married,secondary,no,315,yes,no,cellular,4,aug,154,2,-1,0,unknown,0
UID23009,30,management,single,tertiary,no,3967,yes,no,unknown,23,may,534,1,-1,0,unknown,0
UID23010,35,admin.,divorced,secondary,no,356,yes,no,unknown,29,may,76,1,-1,0,unknown,0
UID23011,30,technician,single,tertiary,no,-522,yes,no,unknown,13,may,375,1,-1,0,unknown,0
UID23012,50,blue-collar,married,secondary,no,372,yes,no,telephone,11,may,21,1,-1,0,unknown,0
UID23013,33,technician,married,secondary,no,484,yes,no,cellular,16,aug,205,3,182,9,success,1
UID23014,31,student,single,tertiary,no,744,no,no,cellular,20,aug,124,3,-1,0,unknown,0
UID23015,50,management,married,tertiary,no,135,no,no,cellular,25,aug,162,4,-1,0,unknown,0
UID23016,32,management,single,tertiary,no,156,yes,no,unknown,3,jun,81,6,-1,0,unknown,0
UID23017,30,services,single,secondary,no,3485,no,no,cellular,2,feb,142,2,-1,0,unknown,0
UID23018,30,management,married,tertiary,no,1882,yes,no,cellular,11,aug,249,5,-1,0,unknown,0
UID23019,51,blue-collar,married,primary,no,3185,yes,no,cellular,13,may,154,1,174,2,failure,0
UID23020,35,management,married,tertiary,no,552,yes,yes,cellular,18,jul,222,1,-1,0,unknown,0
UID23021,45,technician,single,tertiary,no,591,yes,no,unknown,26,may,164,1,-1,0,unknown,0
UID23022,32,admin.,married,secondary,no,7522,yes,no,cellular,14,jul,240,3,-1,0,unknown,0
UID23023,34,technician,divorced,tertiary,no,1242,yes,no,unknown,29,may,578,3,-1,0,unknown,0
UID23024,34,blue-collar,married,secondary,no,80,yes,yes,unknown,8,may,494,1,-1,0,unknown,0
UID23025,42,self-employed,married,secondary,no,634,yes,no,cellular,9,jul,61,1,-1,0,unknown,0
UID23026,31,technician,married,tertiary,no,26,no,yes,cellular,18,nov,419,1,127,6,other,1
UID23027,44,admin.,married,secondary,yes,0,no,yes,unknown,30,jun,76,3,-1,0,unknown,0
UID23028,55,blue-collar,divorced,secondary,no,4053,no,no,unknown,6,jun,182,2,-1,0,unknown,0
UID23029,61,management,married,tertiary,no,0,yes,yes,cellular,1,apr,158,1,115,2,failure,0
UID23030,54,management,married,secondary,no,2693,no,no,cellular,22,mar,222,1,188,6,other,1
UID23031,55,management,married,unknown,no,0,no,no,unknown,5,jun,353,2,-1,0,unknown,0
UID23032,28,student,single,secondary,no,404,yes,no,cellular,18,may,33,2,367,4,other,0
UID23033,45,admin.,divorced,secondary,no,479,no,no,cellular,2,feb,83,2,-1,0,unknown,0
UID23034,55,management,divorced,tertiary,no,552,no,no,unknown,7,may,241,2,-1,0,unknown,0
UID23035,48,management,married,tertiary,no,6613,no,no,unknown,17,jun,159,3,-1,0,unknown,0
UID23036,47,blue-collar,married,primary,no,468,no,no,cellular,21,aug,381,7,-1,0,unknown,0
UID23037,31,entrepreneur,divorced,secondary,no,290,yes,no,cellular,13,apr,230,1,-1,0,unknown,0
UID23038,49,management,divorced,tertiary,no,112,no,no,cellular,25,aug,62,10,-1,0,unknown,0
UID23039,45,management,married,tertiary,no,22815,no,no,cellular,26,aug,653,8,-1,0,unknown,0
UID23040,46,technician,married,secondary,no,2045,yes,no,cellular,21,nov,281,2,-1,0,unknown,0
UID23041,60,retired,married,primary,no,115,no,no,cellular,11,aug,82,2,-1,0,unknown,0
UID23042,33,blue-collar,married,secondary,no,0,yes,yes,cellular,6,may,155,5,-1,0,unknown,0
UID23043,29,blue-collar,single,primary,no,-63,yes,no,unknown,16,may,410,3,-1,0,unknown,0
UID23044,56,retired,married,primary,no,842,no,yes,unknown,5,jun,108,1,-1,0,unknown,0
UID23045,30,management,married,tertiary,no,1077,no,no,cellular,9,dec,124,1,-1,0,unknown,0
UID23046,35,admin.,married,secondary,no,-428,yes,yes,cellular,10,jul,147,1,-1,0,unknown,0
UID23047,29,blue-collar,single,secondary,no,-20,no,yes,cellular,21,jul,574,1,-1,0,unknown,1
UID23048,41,unknown,married,primary,no,526,no,no,unknown,26,may,151,3,-1,0,unknown,0
UID23049,40,blue-collar,married,primary,no,637,yes,no,cellular,14,may,200,1,-1,0,unknown,0
UID23050,57,admin.,married,unknown,no,2038,no,no,cellular,9,aug,628,1,182,2,failure,1
UID23051,18,student,single,unknown,no,438,no,no,cellular,1,sep,425,1,-1,0,unknown,0
UID23052,31,management,married,tertiary,no,271,no,no,cellular,18,nov,89,1,-1,0,unknown,0
UID23053,52,management,divorced,tertiary,no,0,yes,yes,cellular,30,jul,278,3,-1,0,unknown,0
UID23054,31,admin.,married,secondary,no,23,no,no,cellular,28,aug,322,7,-1,0,unknown,0
UID23055,31,admin.,married,secondary,no,377,no,no,cellular,31,jul,384,4,-1,0,unknown,0
UID23056,59,services,married,primary,no,31,no,no,unknown,16,jun,41,3,-1,0,unknown,0
UID23057,44,management,married,secondary,no,0,no,no,cellular,21,aug,167,2,-1,0,unknown,0
UID23058,23,admin.,single,secondary,no,4681,yes,no,unknown,28,may,507,2,-1,0,unknown,0
UID23059,37,admin.,married,primary,no,242,yes,no,unknown,8,may,161,8,-1,0,unknown,0
UID23060,26,management,married,secondary,no,288,yes,no,cellular,22,jul,714,1,-1,0,unknown,0
UID23061,48,blue-collar,married,primary,no,174,yes,yes,cellular,8,aug,36,8,-1,0,unknown,0
UID23062,57,technician,divorced,secondary,no,1244,yes,no,cellular,18,jul,383,1,-1,0,unknown,0
UID23063,25,admin.,single,tertiary,no,1056,yes,no,cellular,15,may,363,1,-1,0,unknown,0
UID23064,43,blue-collar,married,primary,no,2519,yes,no,cellular,16,apr,257,2,146,9,other,0
UID23065,47,services,married,secondary,no,795,yes,no,unknown,29,may,42,3,-1,0,unknown,0
UID23066,46,entrepreneur,married,secondary,no,757,no,no,unknown,16,jun,382,3,-1,0,unknown,0
UID23067,55,blue-collar,married,secondary,no,660,no,no,unknown,5,jun,348,1,-1,0,unknown,0
UID23068,55,management,divorced,tertiary,no,5253,yes,yes,cellular,20,apr,378,1,287,19,failure,0
UID23069,34,management,single,tertiary,no,454,no,no,cellular,14,aug,76,3,-1,0,unknown,0
UID23070,36,management,single,tertiary,no,609,no,no,cellular,18,aug,33,2,-1,0,unknown,0
UID23071,41,services,married,secondary,no,4283,yes,no,unknown,12,jun,112,1,-1,0,unknown,0
UID23072,45,blue-collar,married,secondary,no,-183,yes,yes,cellular,28,aug,8,13,-1,0,unknown,0
UID23073,48,technician,married,unknown,no,74,no,no,unknown,12,jun,181,1,-1,0,unknown,0
UID23074,38,technician,divorced,tertiary,no,791,yes,no,unknown,26,may,89,2,-1,0,unknown,0
UID23075,33,blue-collar,single,primary,no,279,yes,no,unknown,15,may,113,1,-1,0,unknown,0
UID23076,42,technician,single,secondary,no,1364,yes,no,unknown,15,may,1867,6,-1,0,unknown,1
UID23077,31,management,married,tertiary,no,720,yes,no,cellular,9,nov,94,3,-1,0,unknown,0
UID23078,28,services,single,secondary,no,0,no,no,cellular,4,feb,428,1,-1,0,unknown,0
UID23079,71,retired,married,secondary,no,2064,no,no,cellular,9,aug,370,2,291,1,failure,0
UID23080,30,technician,single,secondary,no,1359,yes,no,unknown,27,may,298,1,-1,0,unknown,0
UID23081,27,admin.,single,secondary,no,145,no,yes,cellular,7,jul,95,3,-1,0,unknown,0
UID23082,29,technician,married,secondary,no,655,yes,no,cellular,3,feb,225,3,270,2,failure,0
UID23083,31,technician,married,secondary,no,503,no,no,cellular,20,nov,178,1,-1,0,unknown,0
UID23084,34,management,single,tertiary,no,2570,no,no,unknown,28,may,190,3,-1,0,unknown,0
UID23085,32,services,divorced,secondary,no,130,yes,no,cellular,30,jan,194,3,-1,0,unknown,0
UID23086,31,blue-collar,single,secondary,no,648,yes,yes,cellular,20,apr,153,1,347,1,failure,0
UID23087,49,technician,married,secondary,no,997,no,no,unknown,18,jun,118,1,-1,0,unknown,0
UID23088,37,technician,married,secondary,no,195,yes,no,cellular,18,nov,68,1,194,2,failure,0
UID23089,45,blue-collar,single,primary,no,116,no,no,unknown,13,apr,122,1,-1,0,unknown,1
UID23090,48,blue-collar,married,primary,no,51,no,yes,telephone,9,jul,76,1,-1,0,unknown,0
UID23091,36,admin.,divorced,secondary,no,1224,yes,no,cellular,12,nov,482,1,374,1,success,1
UID23092,48,admin.,married,secondary,no,-509,no,yes,cellular,8,jul,302,3,-1,0,unknown,0
UID23093,30,admin.,single,secondary,no,1027,yes,no,cellular,27,may,136,2,114,1,success,0
UID23094,40,management,single,tertiary,no,269,yes,no,cellular,15,may,11,8,-1,0,unknown,0
UID23095,31,unemployed,single,primary,no,406,no,no,cellular,4,feb,736,1,-1,0,unknown,1
UID23096,26,admin.,single,secondary,no,96,no,no,cellular,6,may,606,1,345,1,failure,0
UID23097,30,management,single,tertiary,no,4,no,no,cellular,27,aug,51,3,-1,0,unknown,0
UID23098,58,blue-collar,divorced,primary,no,1299,no,no,cellular,12,aug,58,1,-1,0,unknown,0
UID23099,36,blue-collar,married,secondary,no,63,yes,no,unknown,2,jun,56,8,-1,0,unknown,0
UID23100,32,technician,married,secondary,no,-300,no,no,cellular,28,aug,226,9,-1,0,unknown,0
UID23101,57,technician,married,tertiary,no,624,no,no,cellular,6,aug,224,4,-1,0,unknown,0
UID23102,35,management,married,tertiary,no,0,no,no,cellular,6,aug,543,4,-1,0,unknown,0
UID23103,48,self-employed,married,tertiary,no,16,yes,yes,cellular,18,nov,214,1,-1,0,unknown,0
UID23104,56,services,married,secondary,no,1989,no,no,cellular,3,feb,336,2,281,2,failure,1
UID23105,36,blue-collar,married,secondary,yes,0,no,yes,unknown,17,jun,138,5,-1,0,unknown,0
UID23106,40,housemaid,married,primary,no,118,yes,no,cellular,5,feb,162,2,-1,0,unknown,0
UID23107,53,admin.,divorced,secondary,no,315,yes,no,unknown,5,may,181,2,-1,0,unknown,0
UID23108,61,blue-collar,single,primary,no,433,no,no,cellular,5,feb,346,1,-1,0,unknown,0
UID23109,36,management,married,tertiary,no,23,no,no,cellular,26,aug,133,11,-1,0,unknown,0
UID23110,46,blue-collar,married,primary,no,494,yes,no,cellular,15,may,131,3,365,1,other,0
UID23111,33,blue-collar,married,secondary,no,983,no,no,unknown,8,sep,9,1,-1,0,unknown,0
UID23112,34,blue-collar,married,unknown,no,391,yes,yes,unknown,23,may,34,2,-1,0,unknown,0
UID23113,31,technician,divorced,secondary,no,431,yes,yes,cellular,18,aug,75,2,-1,0,unknown,0
UID23114,31,services,married,secondary,no,-346,no,no,unknown,9,may,187,1,-1,0,unknown,0
UID23115,42,management,married,tertiary,no,2772,yes,no,cellular,2,apr,244,1,-1,0,unknown,0
UID23116,28,admin.,married,secondary,no,568,yes,no,cellular,4,feb,11,6,252,4,other,0
UID23117,52,management,single,tertiary,no,269,no,yes,cellular,22,jul,86,1,-1,0,unknown,0
UID23118,36,blue-collar,married,secondary,no,306,no,no,cellular,31,jul,43,3,-1,0,unknown,0
UID23119,47,unemployed,married,secondary,no,351,yes,yes,cellular,19,nov,174,1,174,1,failure,0
UID23120,54,retired,married,secondary,no,918,yes,no,unknown,14,may,189,1,-1,0,unknown,0
UID23121,47,management,divorced,unknown,no,582,yes,yes,unknown,16,jun,123,2,-1,0,unknown,0
UID23122,58,technician,married,secondary,no,0,yes,no,cellular,5,feb,1823,1,205,1,failure,0
UID23123,44,technician,married,secondary,no,858,no,no,unknown,30,may,567,2,-1,0,unknown,0
UID23124,26,student,single,tertiary,no,376,no,no,telephone,2,feb,237,2,-1,0,unknown,0
UID23125,29,blue-collar,divorced,unknown,no,101,yes,no,cellular,18,may,295,2,355,4,failure,0
UID23126,47,technician,married,tertiary,no,2408,no,no,cellular,30,apr,376,1,-1,0,unknown,1
UID23127,47,services,divorced,unknown,no,973,no,no,cellular,27,may,489,1,479,1,failure,1
UID23128,30,blue-collar,married,secondary,no,1312,yes,no,unknown,19,may,285,2,-1,0,unknown,0
UID23129,66,retired,married,secondary,no,780,no,no,cellular,12,feb,388,4,-1,0,unknown,0
UID23130,26,services,single,secondary,no,37,no,yes,cellular,2,feb,219,5,-1,0,unknown,0
UID23131,46,services,married,unknown,no,854,yes,no,cellular,3,apr,478,3,-1,0,unknown,0
UID23132,55,entrepreneur,married,primary,no,38,no,yes,unknown,19,jun,63,1,-1,0,unknown,0
UID23133,45,blue-collar,married,primary,no,-160,yes,no,unknown,20,jun,15,26,-1,0,unknown,0
UID23134,59,unemployed,married,tertiary,no,279,no,no,unknown,20,jun,41,1,-1,0,unknown,0
UID23135,51,management,married,tertiary,no,938,no,no,cellular,11,nov,98,2,97,3,failure,0
UID23136,26,technician,single,tertiary,no,2781,yes,no,cellular,30,apr,132,1,-1,0,unknown,0
UID23137,32,technician,single,secondary,no,-23,no,yes,cellular,7,aug,152,5,-1,0,unknown,0
UID23138,50,technician,married,secondary,no,503,yes,no,cellular,24,jul,186,2,-1,0,unknown,0
UID23139,34,management,married,tertiary,no,3167,yes,yes,cellular,21,nov,152,1,-1,0,unknown,0
UID23140,47,management,married,tertiary,no,600,no,no,cellular,19,aug,290,15,-1,0,unknown,1
UID23141,32,management,single,tertiary,no,611,yes,yes,cellular,9,jul,353,1,-1,0,unknown,0
UID23142,52,management,single,tertiary,no,-334,yes,no,cellular,6,may,402,2,-1,0,unknown,0
UID23143,37,blue-collar,married,secondary,no,604,yes,no,cellular,7,oct,371,1,495,1,failure,1
UID23144,33,management,married,tertiary,no,808,yes,no,cellular,19,aug,12,16,-1,0,unknown,0
UID23145,67,retired,married,secondary,no,1443,no,no,cellular,8,apr,245,1,-1,0,unknown,1
UID23146,29,blue-collar,married,primary,no,201,yes,no,cellular,27,mar,101,12,-1,0,unknown,0
UID23147,32,blue-collar,single,unknown,no,258,yes,no,cellular,18,may,291,2,-1,0,unknown,0
UID23148,45,retired,married,secondary,no,22,no,yes,telephone,6,aug,276,3,-1,0,unknown,0
UID23149,35,management,married,tertiary,no,11,no,no,cellular,31,jul,22,19,-1,0,unknown,0
UID23150,26,blue-collar,single,secondary,yes,-23,yes,no,unknown,12,may,315,1,-1,0,unknown,0
UID23151,39,entrepreneur,divorced,tertiary,no,208,yes,no,unknown,3,jun,201,2,-1,0,unknown,0
UID23152,32,admin.,married,secondary,no,552,yes,no,cellular,6,may,98,2,-1,0,unknown,0
UID23153,30,technician,married,tertiary,no,88,no,no,unknown,4,jun,219,1,-1,0,unknown,0
UID23154,40,retired,single,primary,no,0,no,no,unknown,5,may,136,2,-1,0,unknown,0
UID23155,53,blue-collar,married,secondary,no,-108,yes,no,cellular,12,may,11,12,175,3,other,0
UID23156,56,blue-collar,divorced,secondary,no,9698,yes,no,cellular,20,apr,189,2,-1,0,unknown,0
UID23157,32,unemployed,married,tertiary,no,0,no,no,cellular,4,feb,106,1,-1,0,unknown,0
UID23158,30,technician,single,secondary,no,102,yes,no,unknown,7,may,614,2,-1,0,unknown,0
UID23159,31,admin.,single,secondary,no,0,yes,no,cellular,7,may,895,2,295,2,failure,1
UID23160,30,blue-collar,single,secondary,no,297,yes,no,cellular,25,jul,218,1,-1,0,unknown,0
UID23161,27,technician,single,secondary,no,1693,yes,no,unknown,26,may,101,2,-1,0,unknown,0
UID23162,32,technician,married,tertiary,no,1352,no,no,cellular,20,nov,221,3,-1,0,unknown,0
UID23163,36,management,married,secondary,no,80,yes,no,unknown,30,may,251,3,-1,0,unknown,0
UID23164,57,retired,married,primary,no,70,yes,yes,unknown,16,may,186,5,-1,0,unknown,0
UID23165,52,technician,divorced,secondary,no,204,no,no,cellular,7,aug,134,2,-1,0,unknown,0
UID23166,54,technician,divorced,secondary,no,258,no,no,cellular,3,feb,294,3,-1,0,unknown,0
UID23167,40,unemployed,divorced,secondary,no,1694,no,no,cellular,12,aug,473,6,-1,0,unknown,1
UID23168,60,entrepreneur,married,secondary,no,1393,no,no,unknown,20,jun,591,6,-1,0,unknown,0
UID23169,36,technician,divorced,secondary,no,1941,no,yes,cellular,13,aug,156,4,-1,0,unknown,0
UID23170,31,self-employed,married,tertiary,no,170,no,yes,cellular,28,jul,98,16,-1,0,unknown,0
UID23171,48,services,single,secondary,no,133,yes,yes,cellular,16,jul,143,1,-1,0,unknown,0
UID23172,53,services,divorced,secondary,no,765,yes,no,cellular,14,may,959,3,174,7,other,1
UID23173,28,technician,single,tertiary,no,370,yes,no,unknown,23,may,108,5,-1,0,unknown,0
UID23174,32,technician,single,secondary,no,1107,no,no,cellular,27,aug,113,8,-1,0,unknown,0
UID23175,41,services,married,secondary,no,0,yes,yes,cellular,4,jun,352,2,122,2,failure,1
UID23176,34,admin.,single,unknown,no,2434,yes,no,unknown,6,may,218,4,-1,0,unknown,0
UID23177,39,management,married,tertiary,no,2666,no,no,cellular,7,aug,96,2,-1,0,unknown,0
UID23178,49,blue-collar,married,primary,no,216,yes,no,unknown,9,may,144,2,-1,0,unknown,0
UID23179,26,blue-collar,single,secondary,no,49,no,no,cellular,21,jul,489,3,-1,0,unknown,0
UID23180,33,technician,married,secondary,no,264,no,no,cellular,28,aug,180,4,-1,0,unknown,0
UID23181,47,blue-collar,married,primary,no,-287,yes,no,cellular,13,may,201,1,348,3,failure,0
UID23182,54,blue-collar,married,primary,no,258,no,no,telephone,26,feb,29,1,-1,0,unknown,0
UID23183,31,management,married,tertiary,no,804,no,no,cellular,28,jan,146,1,-1,0,unknown,0
UID23184,58,management,single,tertiary,no,331,no,yes,cellular,28,jul,82,3,-1,0,unknown,0
UID23185,54,management,married,tertiary,no,3395,no,no,cellular,7,aug,199,2,-1,0,unknown,0
UID23186,42,technician,married,secondary,no,2152,no,no,cellular,1,jul,113,2,93,4,failure,0
UID23187,36,management,single,secondary,no,159,no,no,cellular,5,feb,443,1,-1,0,unknown,0
UID23188,36,management,married,tertiary,no,6138,yes,yes,cellular,21,nov,358,4,-1,0,unknown,0
UID23189,39,student,single,tertiary,no,2103,no,no,cellular,2,feb,588,1,-1,0,unknown,1
UID23190,33,blue-collar,married,secondary,no,5164,no,no,cellular,13,aug,238,2,265,1,failure,0
UID23191,32,technician,single,secondary,no,43,no,no,cellular,5,aug,159,1,-1,0,unknown,0
UID23192,41,housemaid,single,secondary,no,2184,no,no,cellular,19,nov,98,1,153,2,failure,0
UID23193,48,unemployed,married,primary,no,551,yes,no,unknown,29,may,162,2,-1,0,unknown,0
UID23194,56,technician,married,secondary,no,61,no,yes,cellular,8,jul,75,1,-1,0,unknown,0
UID23195,35,management,single,tertiary,no,0,no,no,cellular,26,aug,30,20,-1,0,unknown,0
UID23196,34,management,married,tertiary,no,280,yes,no,cellular,24,jul,363,2,-1,0,unknown,0
UID23197,44,technician,married,secondary,no,56,no,no,cellular,22,aug,148,8,-1,0,unknown,0
UID23198,56,blue-collar,married,primary,no,379,no,no,cellular,13,aug,58,5,-1,0,unknown,0
UID23199,52,technician,married,tertiary,no,3440,yes,no,cellular,9,jul,194,1,-1,0,unknown,0
UID23200,48,blue-collar,married,secondary,no,525,yes,no,cellular,12,may,325,2,-1,0,unknown,0
UID23201,43,management,married,primary,no,98,no,no,unknown,20,jun,185,4,-1,0,unknown,0
UID23202,42,unemployed,married,secondary,no,1289,no,no,cellular,15,oct,1176,3,92,6,success,1
UID23203,53,admin.,divorced,secondary,no,-394,yes,no,unknown,15,may,599,2,-1,0,unknown,0
UID23204,31,management,married,tertiary,no,3739,no,no,cellular,11,aug,117,3,-1,0,unknown,0
UID23205,31,technician,single,tertiary,no,-167,yes,no,unknown,2,jun,41,5,-1,0,unknown,0
UID23206,28,student,single,tertiary,no,3,no,no,cellular,11,nov,135,2,148,1,other,0
UID23207,59,blue-collar,married,secondary,no,2605,no,no,cellular,30,jan,85,2,-1,0,unknown,0
UID23208,57,retired,married,secondary,no,485,no,no,cellular,2,feb,79,2,187,2,failure,0
UID23209,44,technician,divorced,secondary,no,0,no,no,cellular,12,aug,56,2,-1,0,unknown,0
UID23210,33,self-employed,married,tertiary,no,627,yes,no,cellular,10,feb,208,2,-1,0,unknown,0
UID23211,56,retired,married,secondary,no,450,no,no,telephone,17,nov,16,1,-1,0,unknown,0
UID23212,47,blue-collar,married,primary,no,1092,no,yes,unknown,30,may,41,8,-1,0,unknown,0
UID23213,51,retired,married,tertiary,no,580,no,no,cellular,19,nov,694,2,-1,0,unknown,1
UID23214,37,admin.,divorced,secondary,no,241,yes,yes,cellular,30,jul,55,25,-1,0,unknown,0
UID23215,35,blue-collar,married,secondary,no,270,yes,yes,cellular,6,apr,332,2,335,1,failure,0
UID23216,30,management,married,tertiary,no,101,yes,no,cellular,17,jul,88,1,-1,0,unknown,0
UID23217,36,services,married,secondary,no,878,yes,no,cellular,20,apr,108,1,-1,0,unknown,0
UID23218,55,retired,married,secondary,no,1279,yes,no,cellular,13,may,446,3,357,8,other,0
UID23219,59,entrepreneur,married,tertiary,no,705,yes,no,unknown,20,may,446,2,-1,0,unknown,0
UID23220,37,blue-collar,married,secondary,no,3884,yes,no,cellular,20,apr,28,5,-1,0,unknown,0
UID23221,40,management,married,tertiary,no,193,no,no,cellular,18,aug,105,6,-1,0,unknown,0
UID23222,53,retired,single,secondary,no,1846,no,no,unknown,11,jun,95,1,-1,0,unknown,0
UID23223,33,technician,married,secondary,no,133,no,no,cellular,12,nov,627,2,192,1,success,1
UID23224,30,management,single,tertiary,no,3773,yes,no,unknown,27,may,99,1,-1,0,unknown,0
UID23225,35,housemaid,single,primary,no,745,no,no,telephone,5,jun,522,3,-1,0,unknown,1
UID23226,35,technician,married,secondary,no,15474,no,no,cellular,21,nov,89,1,92,2,other,0
UID23227,30,housemaid,single,tertiary,no,3185,yes,no,cellular,30,dec,158,3,-1,0,unknown,0
UID23228,69,management,married,tertiary,no,840,no,no,telephone,5,feb,128,3,-1,0,unknown,1
UID23229,27,technician,single,secondary,no,285,no,no,cellular,22,jul,139,1,-1,0,unknown,0
UID23230,42,services,single,unknown,no,410,no,no,cellular,21,nov,34,2,-1,0,unknown,0
UID23231,27,admin.,married,secondary,no,3160,yes,no,cellular,5,may,209,5,343,1,failure,0
UID23232,37,services,divorced,secondary,no,726,yes,no,cellular,5,may,136,2,362,2,other,0
UID23233,29,management,single,tertiary,no,941,yes,no,unknown,27,may,160,1,-1,0,unknown,0
UID23234,47,technician,divorced,secondary,no,2836,no,yes,cellular,14,aug,10,2,-1,0,unknown,0
UID23235,53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,17,nov,183,1,-1,0,unknown,0
UID23236,59,blue-collar,married,primary,no,6271,yes,no,cellular,25,aug,102,5,-1,0,unknown,0
UID23237,48,management,married,secondary,yes,-998,yes,no,cellular,18,nov,173,1,-1,0,unknown,0
UID23238,25,services,married,secondary,no,51,yes,yes,cellular,7,may,159,2,357,2,failure,0
UID23239,29,blue-collar,single,primary,no,105,yes,no,unknown,16,may,326,1,-1,0,unknown,0
UID23240,30,management,single,tertiary,no,635,yes,no,unknown,4,jun,29,2,-1,0,unknown,0
UID23241,60,retired,married,secondary,no,42,yes,yes,unknown,7,may,386,2,-1,0,unknown,0
UID23242,24,management,single,tertiary,no,1506,no,no,cellular,12,jun,239,2,95,4,success,1
UID23243,29,admin.,single,secondary,no,-498,yes,no,cellular,2,feb,99,3,227,14,failure,0
UID23244,43,blue-collar,married,secondary,no,1255,yes,yes,cellular,7,may,300,2,-1,0,unknown,0
UID23245,51,entrepreneur,married,primary,no,1443,no,no,cellular,26,may,574,1,97,10,success,0
UID23246,52,admin.,divorced,secondary,no,0,yes,no,unknown,26,may,206,1,-1,0,unknown,0
UID23247,54,housemaid,married,secondary,no,962,yes,no,cellular,29,oct,288,3,-1,0,unknown,1
UID23248,56,blue-collar,divorced,primary,no,3021,no,no,unknown,9,jun,419,2,-1,0,unknown,0
UID23249,40,blue-collar,married,primary,no,106,yes,no,cellular,17,apr,200,2,-1,0,unknown,0
UID23250,33,blue-collar,single,secondary,no,328,yes,no,unknown,9,may,142,2,-1,0,unknown,0
UID23251,30,technician,single,secondary,no,281,no,no,cellular,12,aug,105,2,-1,0,unknown,0
UID23252,53,management,divorced,secondary,no,2215,yes,yes,cellular,31,jul,88,14,-1,0,unknown,0
UID23253,36,blue-collar,married,primary,no,4693,yes,no,cellular,20,apr,15,6,152,21,other,0
UID23254,40,management,married,tertiary,no,0,no,no,cellular,18,aug,261,7,-1,0,unknown,0
UID23255,45,blue-collar,divorced,primary,no,942,no,no,cellular,21,nov,362,1,-1,0,unknown,0
UID23256,28,services,single,secondary,no,168,no,no,cellular,1,jun,347,3,140,2,success,1
UID23257,48,management,divorced,tertiary,no,1401,yes,no,unknown,20,jun,72,3,-1,0,unknown,0
UID23258,42,blue-collar,married,primary,no,2103,yes,no,cellular,13,apr,384,2,-1,0,unknown,1
UID23259,45,management,divorced,tertiary,no,24598,yes,no,unknown,5,may,313,3,-1,0,unknown,0
UID23260,36,admin.,married,secondary,no,3308,no,yes,cellular,31,jul,119,2,-1,0,unknown,0
